location,total_sqft,bath,balcony,bhk,price
Venkatapura,1235.0,2.0,1.0,2,140.0
Yelachenahalli,900.0,2.0,1.0,4,115.0
Yelahanka,3990.0,4.0,1.0,4,260.0
Kasavanhalli,1495.0,2.0,2.0,2,83.0
Hennur Road,1500.0,5.0,1.0,5,175.0
Yeshwanthpur,2501.0,3.0,3.0,3,138.0
Kanakpura Road,381.0,1.0,0.0,1,28.0
Gopalapura,3301.8,5.0,2.0,4,570.0
Hennur Road,2002.0,3.0,2.0,3,120.0
Meenakunte,3200.0,3.0,0.0,3,260.0
Banjara Layout,1200.0,2.0,2.0,2,70.0
Sarjapur  Road,1500.0,3.0,0.0,4,235.0
Thyagaraja Nagar,660.0,1.0,0.0,1,95.0
Banashankari Stage III,1200.0,6.0,2.0,4,170.0
Basavanna Nagar,1450.0,3.0,2.0,3,90.0
Electronic City,1039.0,2.0,1.0,2,50.0
Old Madras Road,1210.0,2.0,1.0,2,80.0
Attibele,995.0,1.0,1.0,2,24.88
Yelahanka,1620.0,3.0,2.0,3,90.0
Choodasandra,3204.0,4.0,3.0,3,395.0
Hebbal Kempapura,3408.0,3.0,3.0,3,260.0
Marathahalli,1314.0,2.0,3.0,2,55.0
Bisuvanahalli,945.0,2.0,1.0,2,33.0
Nehru Nagar,1374.0,3.0,2.0,3,72.0
Kanakpura Road,1603.0,3.0,3.0,3,113.0
Kengeri,1230.0,2.0,2.0,3,52.0
 Basavangudi,670.0,1.0,1.0,1,50.0
Sarjapur  Road,1864.0,3.0,2.0,4,105.0
Hosa Road,2500.0,3.0,2.0,3,100.0
Raja Rajeshwari Nagar,1625.0,2.0,2.0,3,54.0
Whitefield,1186.0,2.0,3.0,2,55.0
KR Puram,1500.0,7.0,2.0,8,382.0
Electronic City,770.0,1.0,1.0,2,39.9
Varthur,1085.0,2.0,1.0,2,45.0
Dairy Circle,3754.0,6.0,2.0,4,480.0
Dodsworth Layout,1893.0,3.0,2.0,3,115.0
Thurahalli,600.0,3.0,2.0,4,65.0
Kundalahalli,1496.0,2.0,3.0,3,78.0
Chandapura,1305.0,3.0,1.0,3,33.28
Electronics City Phase 1,1550.0,2.0,2.0,3,82.0
Marathahalli,1200.0,2.0,1.0,3,58.17
Badavala Nagar,1494.0,2.0,2.0,3,94.55
Electronic City Phase II,1286.0,2.0,2.0,2,69.0
"Banashankari 6th stage , 2nd block",600.0,4.0,1.0,3,100.0
Hebbal,1860.0,3.0,2.0,3,95.0
Raghuvanahalli,425.0,1.0,1.0,1,750.0
Haralur Road,1243.0,2.0,2.0,2,45.0
Brookefield,1200.0,2.0,2.0,2,75.0
Sarjapur,1044.0,2.0,2.0,2,32.0
7th Phase JP Nagar,1040.0,2.0,1.0,2,41.59
8th Phase JP Nagar,1125.0,2.0,2.0,2,36.94
Cunningham Road,3489.0,3.0,1.0,3,662.0
Subramanyapura,1278.0,2.0,2.0,3,59.0
Belatur,1250.0,2.0,1.0,2,43.0
Vijayanagar,2400.0,6.0,3.0,5,125.0
Lakshminarayana Pura,1210.0,2.0,2.0,2,75.0
8th Phase JP Nagar,1200.0,3.0,2.0,4,110.0
Sarjapur  Road,1157.0,2.0,1.0,3,57.84
Raja Rajeshwari Nagar,1185.0,2.0,1.0,2,51.15
Kalena Agrahara,1450.0,3.0,3.0,3,100.0
Old Madras Road,1859.0,3.0,2.0,3,121.0
Rajaji Nagar,1763.0,3.0,2.0,2,262.0
Attibele,900.0,1.0,1.0,2,25.0
Ramamurthy Nagar,1305.0,3.0,1.0,3,60.0
Srirampuram,1200.0,2.0,2.0,3,100.0
Thanisandra,784.0,1.0,0.0,1,35.285
Sarjapur  Road,1150.0,2.0,0.0,2,36.8
Whitefield,1806.0,3.0,3.0,3,85.0
Kudlu,1027.0,2.0,2.0,2,42.0
Uttarahalli,1002.0,2.0,1.0,2,40.08
Electronic City Phase II,1220.0,2.0,1.0,3,36.21
Whitefield,1109.0,2.0,1.0,2,35.22
Uttarahalli,1002.0,2.0,1.0,2,40.08
Narayanapura,1308.0,2.0,1.0,2,89.04
Hennur Road,1232.0,2.0,1.0,2,69.6
Haralur Road,1027.0,2.0,2.0,2,44.0
Kalyan nagar,1250.0,2.0,2.0,2,65.0
2nd Phase JP Nagar,900.0,6.0,3.0,6,170.0
KR Puram,960.0,4.0,2.0,4,80.0
Raja Rajeshwari Nagar,1255.0,2.0,1.0,2,53.87
Akshaya Nagar,1434.0,3.0,3.0,3,84.0
Doddathoguru,925.0,2.0,2.0,2,30.0
Jakkur,1858.0,3.0,1.0,3,123.0
Jakkuru Layout,1205.0,2.0,1.0,2,70.0
Nelamangala,1500.0,3.0,2.0,3,90.0
Nagawara Junction,1200.0,3.0,2.0,3,200.0
Mysore Road,1020.0,2.0,2.0,2,48.95
Thanisandra,965.0,2.0,1.0,2,56.0
7th Phase JP Nagar,1800.0,6.0,3.0,5,270.0
Hoysalanagar,1200.0,4.0,2.0,6,90.0
Battarahalli,1636.0,2.0,2.0,2,82.89
Kundalahalli,1724.0,3.0,1.0,3,125.0
Whitefield,1216.0,2.0,1.0,2,67.0
Yelahanka,654.0,1.0,1.0,1,36.25
Chikkabanavar,2460.0,7.0,2.0,4,80.0
Abbaiah Reddy Layout,1190.0,2.0,2.0,2,41.0
Tavarekere,1200.0,5.0,2.0,7,180.0
Budigere,1636.0,3.0,2.0,3,92.0
Hennur Road,1195.0,2.0,2.0,2,73.0
Nagavara,2400.0,3.0,3.0,3,251.0
1st Block HRBR Layout,1250.0,2.0,1.0,2,67.0
Thanisandra,1546.0,3.0,1.0,3,95.0
Sarjapur  Road,3385.5,6.0,0.0,4,142.0
Indira Nagar,1440.0,3.0,1.0,3,275.0
Naganathapura,2260.0,3.0,1.0,2,80.0
Tavarekere,2700.0,3.0,2.0,4,90.0
Indira Nagar,1475.0,2.0,2.0,2,171.0
JP Nagar,3000.0,3.0,2.0,4,150.0
KG Halli,375.0,1.0,0.0,1,26.0
Balagere,1007.0,2.0,1.0,2,66.0
Hennur Road,1020.0,2.0,3.0,2,47.0
Lavelle Road,1000.0,2.0,0.0,2,150.0
Varanasi,800.0,3.0,1.0,2,59.5
Geddalahalli,1200.0,3.0,2.0,5,95.0
Marathahalli,1125.0,2.0,3.0,2,55.0
Kada Agrahara,909.0,2.0,1.0,3,43.0
Whitefield,2850.0,5.0,0.0,4,240.0
Dodsworth Layout,1400.0,2.0,3.0,2,85.0
Kadugodi,1152.0,2.0,2.0,2,61.0
Subramanyapura,958.0,2.0,1.0,2,34.49
Whitefield,1150.0,2.0,2.0,2,55.0
Old Madras Road,2990.0,5.0,1.0,3,173.0
Bellandur,1310.0,2.0,2.0,2,85.0
Hosur Road,1590.0,2.0,2.0,3,126.0
Green Glen Layout,1645.0,3.0,2.0,3,110.0
Veerabhadra Nagar,1800.0,2.0,2.0,3,100.0
Thanisandra,1795.0,3.0,2.0,3,150.0
8th Phase JP Nagar,1100.0,2.0,3.0,2,35.0
Thanisandra,777.0,1.0,0.0,1,38.535
Kalkere,925.0,2.0,2.0,2,70.0
Basavangudi,1542.14,3.0,3.0,3,120.0
Konanakunte,3746.0,6.0,1.0,4,375.0
Thanisandra,1430.0,2.0,2.0,3,54.0
Bommanahalli,1020.0,2.0,2.0,2,55.0
Ramamurthy Nagar Extension,750.0,2.0,1.0,4,42.0
Electronic City Phase II,1140.0,2.0,1.0,2,32.92
Anekal,967.0,2.0,1.0,3,45.0
Hebbal,2470.0,4.0,2.0,4,203.0
Maruthi Nagar,850.0,1.0,0.0,2,35.5
Vidhyanagar Cross,1100.0,2.0,2.0,2,32.0
Thanisandra,1697.0,3.0,2.0,3,110.0
Varthur,1250.0,2.0,2.0,2,47.0
Gottigere,1120.0,2.0,2.0,2,50.0
NRI Layout,1200.0,4.0,0.0,4,95.0
Hennur Road,5100.0,6.0,3.0,5,375.0
7th Block Jayanagar,2400.0,3.0,2.0,4,480.0
Hebbal,1200.0,2.0,1.0,2,52.0
7th Phase JP Nagar,1100.0,2.0,1.0,2,44.0
 Devarachikkanahalli,1417.0,2.0,2.0,3,76.0
Thanisandra,1492.0,3.0,1.0,3,88.0
Devanahalli,1498.0,3.0,3.0,3,79.15
Bellari Road,3500.0,2.0,1.0,4,350.0
Kundalahalli,1010.0,2.0,1.0,2,48.27
Hennur,1255.0,2.0,2.0,2,53.5
Channasandra,1050.0,2.0,1.0,2,35.0
Hegde Nagar,1847.0,3.0,2.0,3,125.0
1st Stage Indira Nagar,1200.0,2.0,2.0,2,55.0
Bellandur,982.0,2.0,2.0,2,37.28
Hegde Nagar,2144.6,4.0,2.0,3,145.0
Kengeri,750.0,2.0,1.0,2,36.5
Electronic City,919.0,2.0,2.0,2,35.0
Budigere,1087.0,2.0,1.0,2,54.3
Sunder Ram Shetty Nagar,1480.0,3.0,2.0,3,74.0
Tindlu,1180.0,2.0,2.0,2,52.0
6th Block Jayanagar,2100.0,4.0,2.0,3,255.0
Jigani,1221.0,3.0,2.0,3,65.0
Haralur Road,1194.0,2.0,2.0,2,46.0
Thanisandra,2072.0,3.0,2.0,3,122.0
Whitefield,1600.0,3.0,2.0,3,69.0
Sahakara Nagar,2200.0,3.0,2.0,3,98.0
Rajaji Nagar,1640.0,3.0,3.0,3,220.0
Kaikondrahalli,1253.0,2.0,2.0,2,81.5
Hennur Road,1061.0,2.0,1.0,2,54.92
Marathahalli,1950.0,3.0,2.0,3,115.0
Marathahalli,1250.0,2.0,2.0,2,68.0
Hennur Road,1585.0,2.0,3.0,3,80.0
Kanakpura Road,1452.0,3.0,3.0,3,60.98
Kammasandra,1015.0,2.0,2.0,2,37.0
Begur Road,2464.5,6.0,0.0,4,118.0
Marathahalli,1125.0,2.0,2.0,2,56.8
Electronic City Phase II,1116.0,2.0,2.0,2,40.0
Kadarenahalli,400.0,1.0,0.0,1,35.0
Kasavanhalli,4000.0,4.0,2.0,4,325.0
Hebbal,3900.0,4.0,2.0,4,410.0
Old Madras Road,1300.0,2.0,2.0,2,100.0
Raja Rajeshwari Nagar,1419.0,2.0,1.0,2,60.42
Punappa Layout,1310.0,2.0,1.0,3,55.0
Thigalarapalya,2072.0,4.0,2.0,3,152.0
Kaggadasapura,1240.0,2.0,1.0,2,58.58
Chamrajpet,1565.0,3.0,2.0,3,98.91
Budigere,1820.0,3.0,2.0,3,89.0
Gubbalala,2500.0,3.0,1.0,3,88.0
Hosa Road,1245.0,2.0,1.0,2,62.0
GM Palaya,1315.0,3.0,1.0,3,65.0
Kenchenahalli,1410.0,2.0,2.0,3,73.0
Dasarahalli,1375.0,2.0,1.0,2,60.0
Old Madras Road,1299.0,2.0,2.0,2,95.0
Pampa Extension,993.0,2.0,3.0,2,45.5
Bommasandra Industrial Area,1200.0,3.0,0.0,2,45.0
Lavelle Road,985.0,2.0,1.0,2,156.0
4th Block Koramangala,2400.0,5.0,3.0,4,180.0
Hebbal,1255.0,2.0,1.0,3,95.0
Hoodi,1655.0,3.0,2.0,3,131.0
Whitefield,2830.0,5.0,3.0,4,190.0
 Sector 1 HSR Layout,6000.0,1.0,1.0,1,276.0
Electronic City,550.0,1.0,1.0,2,15.0
Balaji Gardens Layout,825.0,2.0,1.0,1,40.0
Begur Road,1634.0,3.0,1.0,3,111.0
Kogilu,1200.0,6.0,3.0,8,105.0
Banaswadi,1222.0,2.0,2.0,2,80.0
Gottigere,1500.0,3.0,2.0,3,63.0
Akshaya Nagar,1890.0,4.0,2.0,3,100.0
Hegde Nagar,3750.0,6.0,2.0,4,375.0
Hulimavu,850.0,1.0,1.0,2,39.5
Whitefield,1295.0,2.0,3.0,2,78.5
Sarjapur  Road,1320.0,2.0,1.0,2,100.0
ISRO Layout,950.0,3.0,3.0,4,179.0
Hebbal,1200.0,4.0,2.0,4,225.0
2nd Stage Nagarbhavi,3000.0,3.0,3.0,4,170.0
Harlur,1197.0,2.0,1.0,2,82.0
Hoysalanagar,1320.0,2.0,3.0,3,60.0
Billekahalli,1180.0,5.0,2.0,5,98.5
Whitefield,840.0,1.0,1.0,1,57.6
Whitefield,640.0,1.0,0.0,1,19.83
Raja Rajeshwari Nagar,1693.0,3.0,1.0,3,71.38
Kodihalli,1000.0,2.0,1.0,2,62.0
Babusapalaya,1305.0,2.0,1.0,2,70.0
Kodichikkanahalli,450.0,1.0,1.0,1,18.0
CV Raman Nagar,705.0,1.0,1.0,1,57.0
Ilyas Nagar,750.0,6.0,2.0,4,75.0
Tumkur Road,4800.0,5.0,2.0,5,150.0
Gubbalala,5000.0,4.0,3.0,4,425.0
Whitefield,1991.0,3.0,2.0,3,104.0
Battarahalli,1779.0,3.0,2.0,3,90.0
Whitefield,10200.0,4.0,1.0,4,1250.0
Banaswadi,870.0,2.0,2.0,2,38.0
Thanisandra,1595.0,3.0,2.0,3,120.0
Kanakpura Road,525.0,1.0,1.0,1,26.0
Ramamurthy Nagar,945.0,5.0,2.0,4,120.0
Basaveswarnagar,2400.0,4.0,2.0,6,420.0
Iblur Village,2000.0,4.0,2.0,3,138.0
Yelahanka,1614.0,3.0,2.0,3,93.0
Gottigere,1200.0,2.0,3.0,2,40.0
Electronic City Phase II,1150.0,3.0,3.0,3,46.0
Sonnenahalli,1610.0,3.0,2.0,3,80.48
Whitefield,1190.0,2.0,2.0,2,41.0
Kallumantapa,1050.0,2.0,2.0,2,50.0
Vaishnavi Layout,4800.0,5.0,2.0,4,420.0
7th Phase JP Nagar,1460.0,2.0,1.0,3,97.0
Jaymahal Road,3400.0,3.0,3.0,3,400.0
Naganathapura,600.0,1.0,0.0,1,33.0
Suraksha Nagar,1569.0,3.0,0.0,3,70.0
"Off Sarjapur Road, ",2600.0,3.0,2.0,3,147.0
Electronics City Phase 1,645.0,1.0,0.0,1,42.5
Nagarbhavi Garden Villas Layout,1200.0,3.0,1.0,4,180.0
Nagarbhavi,800.0,3.0,0.0,3,95.0
Mico Layout,800.0,2.0,1.0,2,80.0
Marathahalli,1350.0,2.0,1.0,2,90.0
BTM 2nd Stage,2780.0,4.0,1.0,3,325.0
Rajarajeshwari Nagara,1410.0,2.0,2.0,3,45.12
Whitefield,1109.0,2.0,1.0,2,35.47
Vasanth nagar,2000.0,3.0,2.0,4,1063.0
Agrahara Dasarahalli,800.0,1.0,0.0,1,72.0
Bannerghatta Road,1215.0,2.0,1.0,2,68.0
Basaveshwara Nagar,1230.0,6.0,0.0,8,250.0
Prithvi Layout,2273.0,4.0,2.0,3,192.0
Varthur Road,1255.0,2.0,2.0,2,52.76
B Narayanapura,1020.0,2.0,1.0,2,49.0
T R Mill Road,1225.0,2.0,2.0,3,82.0
Singasandra,1120.0,2.0,1.0,2,60.0
Victoria Layout,2400.0,5.0,3.0,5,625.0
Kasavanhalli,1225.0,2.0,1.0,3,69.0
Whitefield,5200.0,5.0,3.0,4,242.0
Indira Nagar,4000.0,4.0,1.0,4,700.0
Sarjapur  Road,1984.0,4.0,1.0,3,145.0
Old Madras Road,2425.0,3.0,1.0,3,197.0
ITPL,1200.0,3.0,1.0,3,56.12
Bommasandra,1127.0,2.0,1.0,2,45.0
Whitefield,1655.0,3.0,2.0,3,97.0
Ananth Nagar,500.0,1.0,1.0,1,14.0
Varthur,1200.0,3.0,1.0,3,68.38
Kaggadasapura,1000.0,2.0,2.0,2,43.0
CV Raman Nagar,1225.0,2.0,2.0,2,47.88
Hormavu,1350.0,2.0,2.0,2,45.0
Nagarbhavi,600.0,5.0,3.0,4,95.0
Sahakara Nagar,1175.0,2.0,3.0,2,49.0
Sanne Amanikere,655.0,1.0,2.0,1,27.0
Hosa Road,1311.0,2.0,1.0,3,84.86
Banashankari Stage VI,600.0,4.0,0.0,3,90.0
CV Raman Nagar,1000.0,2.0,1.0,2,38.5
Indira Nagar Stage 2,1196.0,2.0,1.0,2,96.0
Kanakpura Road,1050.0,2.0,1.0,3,59.0
Somasundara Palya,1275.0,2.0,2.0,3,52.0
Hommadevanahalli,927.0,2.0,1.0,2,50.0
Varthur,1520.0,2.0,3.0,3,61.0
BTM Layout 2nd Stage 1st Phase,2400.0,5.0,2.0,4,395.0
Hebbal,1333.0,2.0,1.0,2,104.0
Tunganagara,600.0,1.0,0.0,1,18.0
Abbigere,1326.0,2.0,1.0,3,34.8
Koramangala,1370.0,2.0,2.0,2,125.0
Koramangala,1100.0,2.0,2.0,2,85.0
Haralur Road,1650.0,3.0,3.0,3,100.0
Kasavanhalli,1917.0,3.0,2.0,3,132.0
Billekahalli,950.0,2.0,1.0,2,58.11
T C Palya main Road,1175.0,2.0,1.0,2,48.72
8th Phase JP Nagar,1089.0,2.0,1.0,2,43.55
Kalena Agrahara,1804.0,3.0,2.0,3,175.0
Hoodi,1257.0,2.0,1.0,2,68.5
Sarjapur,650.0,1.0,2.0,1,19.87
Whitefield,1850.0,3.0,2.0,3,150.0
Vishwapriya Nagar,2800.0,4.0,1.0,4,200.0
Koramangala,1161.0,2.0,1.0,2,63.85
Banashankari Stage V,1630.0,3.0,2.0,3,51.35
Jalahalli,1310.0,2.0,2.0,3,60.0
Lake City,750.0,2.0,1.0,2,28.0
Whitefield,1200.0,3.0,1.0,3,67.77
Vittal Nagar,1000.0,2.0,1.0,2,45.0
Old Madras Road,4000.0,4.0,2.0,4,225.0
Nagavara,1315.0,2.0,2.0,2,70.0
Sahakara Nagar,1370.0,2.0,2.0,3,90.0
Ulsoor,1200.0,4.0,3.0,5,150.0
Bellandur,1465.0,3.0,3.0,2,90.0
Electronic City,1128.0,2.0,1.0,2,64.0
Padmanabhanagar,1250.0,2.0,2.0,3,70.0
Hebbal,1645.0,3.0,2.0,3,117.0
Horamavu Agara,1284.0,2.0,2.0,3,75.0
Hebbal,2600.0,3.0,2.0,3,199.0
Kodigehalli,1820.0,3.0,2.0,3,150.0
Haralur Road,1580.0,3.0,1.0,3,73.0
Akshaya Nagar,2650.0,3.0,2.0,3,125.0
Bannerghatta Road,1215.0,2.0,1.0,2,68.0
Uttarahalli,1075.0,2.0,1.0,2,40.0
R.T. Nagar,1400.0,2.0,3.0,3,78.0
Subramanyapura,1400.0,2.0,1.0,3,55.0
Bisuvanahalli,845.0,2.0,1.0,2,30.0
Hegde Nagar,2600.0,4.0,3.0,4,40.0
Sarjapur,3854.5,6.0,0.0,4,385.5
Richards Town,800.0,2.0,1.0,2,85.0
Panathur,1199.0,2.0,1.0,2,85.0
Gunjur,1175.0,2.0,2.0,2,43.48
Bellandur,1767.0,3.0,2.0,3,109.0
Sarjapur  Road,1800.0,3.0,1.0,4,90.0
Talaghattapura,1856.0,3.0,2.0,3,135.0
Rajaji Nagar,1613.0,3.0,0.0,3,150.0
Whitefield,1290.0,2.0,0.0,2,90.0
Kasavanhalli,1375.0,2.0,1.0,2,78.0
Bagalur,985.0,2.0,2.0,2,57.0
Jeevan bima nagar,1200.0,4.0,1.0,4,200.0
Singasandra,1099.0,2.0,1.0,2,37.5
Electronic City,605.0,1.0,0.0,1,13.31
RMV Extension Stage 2,3600.0,7.0,3.0,7,160.0
Marathahalli,1200.0,2.0,1.0,2,53.0
Hulimavu,1000.0,2.0,1.0,2,45.0
Electronic City,1159.0,2.0,3.0,3,38.0
Devi Nagar,600.0,2.0,1.0,2,80.0
4th Block Koramangala,2400.0,4.0,3.0,4,600.0
BTM Layout,1540.0,2.0,2.0,3,78.0
"JP Nagar 7th Phase, ",1503.0,2.0,2.0,3,93.0
Ambedkar Nagar,1850.0,4.0,2.0,3,120.0
Uttarahalli,1580.0,3.0,1.0,3,60.0
Mico Layout,1190.0,2.0,2.0,2,39.25
Sampigehalli,1200.0,2.0,1.0,2,61.0
HAL 2nd Stage,1000.0,7.0,3.0,7,250.0
Jakkur,850.0,1.0,1.0,2,19.9
Domlur,2180.0,3.0,2.0,3,285.0
Hennur Bande,2500.0,2.0,1.0,3,60.0
ITPL,1200.0,3.0,1.0,3,56.12
Kamakshipalya,1500.0,2.0,2.0,3,52.0
Navodaya Nagar,1200.0,3.0,2.0,5,180.0
Thanisandra,1880.0,3.0,3.0,3,120.0
Padmanabhanagar,1150.0,2.0,2.0,2,45.0
Kasavanhalli,4408.0,4.0,2.0,4,344.0
Bellandur,924.0,2.0,2.0,2,35.11
Kumaraswami Layout,600.0,6.0,3.0,6,100.0
Pattanagere,750.0,4.0,1.0,4,95.0
Karuna Nagar,1962.0,3.0,2.0,3,175.0
2nd Stage Nagarbhavi,1200.0,4.0,3.0,5,240.0
B Narayanapura,1765.0,3.0,2.0,3,77.27
Attibele,1174.0,2.0,1.0,2,29.35
Bannerghatta Road,1894.0,3.0,1.0,3,115.0
Ramamurthy Nagar,960.0,2.0,2.0,4,138.0
Sector 7 HSR Layout,1760.0,3.0,2.0,3,142.0
Doddanakundi Industrial Area 2,1768.0,3.0,3.0,3,95.0
Kothanur,1790.0,3.0,0.0,3,97.0
Kumara Park,3500.0,5.0,1.0,4,800.0
Whitefield,1200.0,2.0,1.0,2,45.0
Kengeri,2540.0,4.0,0.0,4,160.0
Mahadevpura,1137.0,2.0,1.0,2,53.4
Mysore Road,1568.0,2.0,2.0,3,100.0
Devanahalli,4920.0,4.0,0.0,4,393.5
AECS Layout,1308.0,2.0,1.0,2,60.0
Shankarapuram,3060.0,4.0,2.0,4,350.0
Bisuvanahalli,1200.0,2.0,1.0,3,41.0
Shetty Halli,800.0,1.0,2.0,1,32.0
Electronic City,530.0,1.0,1.0,1,13.5
Bisuvanahalli,873.0,2.0,1.0,3,40.0
AGB Layout,3000.0,6.0,3.0,7,145.0
2nd Stage Arekere Mico Layout,1200.0,4.0,1.0,4,235.0
Subramanyapura,958.0,2.0,1.0,2,33.53
Thigalarapalya,2072.0,4.0,2.0,3,160.0
Talaghattapura,2273.0,3.0,3.0,3,159.0
Banashankari Stage VI,600.0,3.0,2.0,3,90.0
Thanisandra,760.0,1.0,2.0,1,50.0
Dommasandra,1090.0,2.0,2.0,2,43.5
Thigalarapalya,2072.0,4.0,2.0,3,155.0
Bellandur,2666.0,3.0,1.0,3,230.0
Sarjapur  Road,1550.0,2.0,1.0,3,89.0
Ramagondanahalli,1251.0,2.0,1.0,2,50.0
Electronic City,1070.0,2.0,1.0,2,53.0
Kalena Agrahara,1200.0,2.0,2.0,2,45.0
CV Raman Nagar,1435.0,2.0,2.0,3,60.0
Bommasandra,1400.0,2.0,3.0,3,45.0
Judicial Layout,2330.0,3.0,2.0,4,94.71
Thanisandra,1200.0,2.0,3.0,2,60.0
Panathur,1000.0,2.0,2.0,2,40.0
Bannerghatta Road,1655.0,2.0,2.0,3,62.89
Raja Rajeshwari Nagar,3600.0,9.0,3.0,9,240.0
Bidrahalli,600.0,1.0,1.0,1,35.0
Electronics City Phase 1,1175.0,2.0,1.0,2,50.0
Uttarahalli,1155.0,2.0,2.0,2,40.43
Magadi Road,1200.0,3.0,2.0,3,98.0
Budigere,1149.0,2.0,2.0,2,65.0
Choodasandra,3200.0,4.0,2.0,4,375.0
Chinnapanahalli,1010.0,2.0,2.0,2,55.0
Hegde Nagar,1718.0,3.0,2.0,3,119.0
Bilal Nagar,650.0,1.0,1.0,2,20.0
Banashankari,1330.0,2.0,2.0,2,77.0
Hormavu,1200.0,2.0,2.0,2,68.0
Bannerghatta Road,1693.0,3.0,2.0,3,89.0
Koramangala,1249.0,2.0,1.0,2,165.0
Thanisandra,1800.0,4.0,1.0,3,125.0
Margondanahalli,900.0,2.0,0.0,2,55.0
NGR Layout,1020.0,2.0,1.0,2,46.0
Amruthahalli,1700.0,3.0,2.0,3,77.0
Panathur,661.0,1.0,1.0,1,40.0
Bannerghatta Road,1280.0,2.0,2.0,2,60.16
Krishna Nagar,1000.0,4.0,2.0,5,90.0
Hosur Road,1170.0,2.0,1.0,2,48.0
Thanisandra,933.0,2.0,1.0,1,58.0
Sarjapur  Road,1150.0,2.0,0.0,2,44.0
Benson Town,3633.0,6.0,2.0,4,550.0
Rajaji Nagar,1380.0,3.0,3.0,3,130.0
Banjara Layout,1050.0,2.0,1.0,2,64.8
Kanakapura Main Road,1080.0,2.0,1.0,2,37.8
Harlur,1303.0,2.0,1.0,2,90.0
Raja Rajeshwari Nagar,1196.0,2.0,2.0,2,40.54
Nagarbhavi,2500.0,3.0,2.0,5,180.0
Sarjapur  Road,1200.0,4.0,1.0,5,95.0
Bommanahalli,1250.0,3.0,2.0,3,41.0
Akshaya Nagar,1419.0,2.0,3.0,3,87.0
Banashankari,1200.0,2.0,3.0,2,49.0
7th Phase JP Nagar,1120.0,2.0,2.0,2,65.0
Electronics City Phase 1,762.5,1.0,0.0,1,45.4
Electronics City Phase 1,1245.0,2.0,1.0,2,75.0
Palanahalli,3978.0,4.0,3.0,4,428.0
Channasandra,1093.0,2.0,1.0,2,34.0
Electronic City,1025.0,1.0,1.0,2,26.63
Hebbal,1345.0,2.0,1.0,2,97.0
Suryanagar,1500.0,2.0,1.0,2,45.0
Vijayanagar,1180.0,2.0,1.0,2,86.0
NGR Layout,1020.0,2.0,1.0,2,48.45
Nanjappa Layout,1800.0,3.0,3.0,3,85.0
Konanakunte,3621.0,4.0,1.0,4,511.0
Banagiri Nagar,2008.0,3.0,2.0,3,170.0
Kothannur,1240.0,2.0,2.0,3,39.85
CV Raman Nagar,1020.0,2.0,1.0,2,55.0
2nd Stage Arekere Mico Layout,2095.0,3.0,2.0,3,142.0
Gunjur,1362.0,3.0,2.0,3,62.63
Yelahanka,694.0,1.0,0.0,1,30.84
Vittasandra,1404.0,2.0,2.0,2,70.0
Electronic City Phase II,1192.0,2.0,3.0,3,47.0
Mahalakshmi Layout,1050.0,1.0,0.0,4,35.0
Vittasandra,1259.0,2.0,1.0,2,67.48
Kengeri,1000.0,2.0,2.0,2,34.0
Rachenahalli,985.0,2.0,1.0,2,49.97
Indira Nagar,850.0,1.0,2.0,1,60.0
Uttarahalli,1650.0,2.0,1.0,3,50.0
Rajaji Nagar,2400.0,3.0,1.0,5,320.0
Sarjapur  Road,1900.0,4.0,1.0,3,180.0
Ambedkar Nagar,1367.0,2.0,2.0,2,86.0
Rajaji Nagar,1210.0,2.0,2.0,3,81.0
Duvasapalya,1190.0,2.0,1.0,2,48.6
Sarjapur,1175.0,2.0,2.0,2,42.0
Whitefield,1140.0,2.0,2.0,2,40.0
Hoskote,1095.0,2.0,2.0,2,33.6
Attibele,782.0,1.0,0.0,1,19.55
Gubbalala,1435.0,2.0,2.0,3,80.0
Choodasandra,725.0,2.0,2.0,2,36.0
BCMC Layout,1600.0,2.0,2.0,3,88.0
Hosakerehalli,3205.0,4.0,2.0,4,300.0
Vishwapriya Layout,720.0,3.0,1.0,4,95.0
Jnanabharathi Layout,860.0,4.0,2.0,4,125.0
Haralur Road,1243.0,2.0,2.0,2,46.0
Kanakpura Road,1703.0,3.0,2.0,3,130.0
Padmanabhanagar,1350.0,3.0,1.0,3,71.55
Horamavu Agara,1145.0,2.0,1.0,2,41.21
Whitefield,1216.0,2.0,1.0,2,75.0
7th Phase JP Nagar,1100.0,3.0,1.0,2,60.0
Sarjapur  Road,2425.0,5.0,1.0,4,201.0
Kothanur,2700.0,4.0,2.0,4,175.0
Raja Rajeshwari Nagar,1196.0,2.0,2.0,2,40.54
Kanakpura Road,1600.0,3.0,3.0,3,90.0
Banashankari Stage V,1510.0,3.0,3.0,3,47.57
Hosakerehalli,3033.0,4.0,1.0,4,326.0
Pai Layout,780.0,2.0,1.0,2,72.0
Haralur Road,1194.0,2.0,2.0,2,47.0
Banashankari Stage II,1250.0,2.0,2.0,2,110.0
Sarjapur  Road,1480.0,4.0,1.0,5,169.0
Horamavu Agara,1250.0,4.0,1.0,4,100.0
Udaya Nagar,1350.0,4.0,2.0,4,160.0
Laggere,620.0,2.0,0.0,1,48.0
Raja Rajeshwari Nagar,1630.0,3.0,2.0,3,60.65
Hennur Road,1020.0,2.0,0.0,2,45.0
